element_type,element_id,element_name,current_status,proposed_disposition,core_role_v2,rationale,roadmap_impact,user_approval_required,successor_or_note
ARTIFACT,docs/relazione/HANDOFF_CHAT_90.0_RELATION_ARCHITECTURE_v01.md,docs/relazione/HANDOFF_CHAT_90.0_RELATION_ARCHITECTURE_v01.md,TRACKED,HISTORICAL_SUPPORT,traceability,Mandate/review/history artifact; must not disappear.,Preserve for audit/provenance.,NO,
ARTIFACT,docs/relazione/README.md,docs/relazione/README.md,TRACKED,KEEP,project_infrastructure,Infrastructure/document compatible with v2.,No substantive impact.,NO,
ARTIFACT,docs/relazione/RELATION_ARCHITECTURE_v01.md,docs/relazione/RELATION_ARCHITECTURE_v01.md,TRACKED,SIMPLIFY,editorial_baseline,"Valid pre-rebaseline baseline, but scope must be realigned.",Create v02 after approval; preserve v01.,YES,
ARTIFACT,docs/relazione/RELATION_TRACEABILITY_MATRIX_v01.csv,docs/relazione/RELATION_TRACEABILITY_MATRIX_v01.csv,TRACKED,SIMPLIFY,editorial_baseline,"Valid pre-rebaseline baseline, but scope must be realigned.",Create v02 after approval; preserve v01.,YES,
ARTIFACT,docs/relazione/REVIEW_CHAT_90.0_RELATION_BUILDER_v01.md,docs/relazione/REVIEW_CHAT_90.0_RELATION_BUILDER_v01.md,TRACKED,HISTORICAL_SUPPORT,traceability,Mandate/review/history artifact; must not disappear.,Preserve for audit/provenance.,NO,
ARTIFACT,scripts/acquire_validate_current_urban_planning_chat3_8_v01.py,scripts/acquire_validate_current_urban_planning_chat3_8_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/acquire_validate_electric_grid_proxy_chat3_5_v01.py,scripts/acquire_validate_electric_grid_proxy_chat3_5_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/acquire_validate_pgra_pai_chat3_11_v01.py,scripts/acquire_validate_pgra_pai_chat3_11_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/acquire_validate_territorial_constraints_chat3_4_v01.py,scripts/acquire_validate_territorial_constraints_chat3_4_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/apply_current_urban_planning_source_supplement_v01.py,scripts/apply_current_urban_planning_source_supplement_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/audit_roadgraph_chat3_3_v01.py,scripts/audit_roadgraph_chat3_3_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/audit_roadgraph_intersections_chat3_3_v01.py,scripts/audit_roadgraph_intersections_chat3_3_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/audit_roadgraph_reachability_chat3_3_v01.py,scripts/audit_roadgraph_reachability_chat3_3_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/build_tent_exit_relevance_audit_chat3_7_v01.py,scripts/build_tent_exit_relevance_audit_chat3_7_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/build_tent_fvg_crosswalk_chat3_7_v01.py,scripts/build_tent_fvg_crosswalk_chat3_7_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/chat3_9_source_evidence_v01.jsonl,scripts/chat3_9_source_evidence_v01.jsonl,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/close_urban_planning_to_verify_chat3_9_v01.py,scripts/close_urban_planning_to_verify_chat3_9_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/crosswalk_tentec_corridor_fvg_chat3_3_v01.py,scripts/crosswalk_tentec_corridor_fvg_chat3_3_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/finalize_tent_artifacts_chat3_7_v01.py,scripts/finalize_tent_artifacts_chat3_7_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/qa_current_urban_planning_vectors_v01.py,scripts/qa_current_urban_planning_vectors_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/run_chat3_7_artifact_pipeline_v01.py,scripts/run_chat3_7_artifact_pipeline_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/run_current_urban_planning_chat3_8_v01.py,scripts/run_current_urban_planning_chat3_8_v01.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
ARTIFACT,scripts/validate_urban_planning_sources.py,scripts/validate_urban_planning_sources.py,TRACKED,KEEP,reproducibility,Acquisition/QA code preserves reproducibility of validated sources.,Does not automatically become v2 model pipeline.,NO,
BRANCH_ARTIFACT,docs/FASE_3_NATURA2000_PRESCREEN_VALIDATION_REVIEW_v01.md,docs/FASE_3_NATURA2000_PRESCREEN_VALIDATION_REVIEW_v01.md,TRACKED_ON_chat-3.12-natura2000-prescreen-ruleset,SIMPLIFY,environment_support,"Validated Natura 2000 prescreen artifact; retain as support/flag machinery, not as automatic exclusion or mini-VINCA.",Preserve and integrate only through normal branch review/merge.,YES,Source branch: chat-3.12-natura2000-prescreen-ruleset
BRANCH_ARTIFACT,docs/FASE_3_NATURA2000_RULESET_v01.csv,docs/FASE_3_NATURA2000_RULESET_v01.csv,TRACKED_ON_chat-3.12-natura2000-prescreen-ruleset,SIMPLIFY,environment_support,"Validated Natura 2000 prescreen artifact; retain as support/flag machinery, not as automatic exclusion or mini-VINCA.",Preserve and integrate only through normal branch review/merge.,YES,Source branch: chat-3.12-natura2000-prescreen-ruleset
BRANCH_ARTIFACT,docs/FASE_3_NATURA2000_SITE_RULE_CROSSWALK_v01.csv,docs/FASE_3_NATURA2000_SITE_RULE_CROSSWALK_v01.csv,TRACKED_ON_chat-3.12-natura2000-prescreen-ruleset,SIMPLIFY,environment_support,"Validated Natura 2000 prescreen artifact; retain as support/flag machinery, not as automatic exclusion or mini-VINCA.",Preserve and integrate only through normal branch review/merge.,YES,Source branch: chat-3.12-natura2000-prescreen-ruleset
BRANCH_ARTIFACT,docs/HANDOFF_CHAT_3.12_NATURA2000_v01.md,docs/HANDOFF_CHAT_3.12_NATURA2000_v01.md,TRACKED_ON_chat-3.12-natura2000-prescreen-ruleset,HISTORICAL_SUPPORT,traceability,Branch-specific mandate/review/history artifact.,Preserve and integrate only through normal branch review/merge.,NO,Source branch: chat-3.12-natura2000-prescreen-ruleset
BRANCH_ARTIFACT,docs/REVIEW_CHAT_3.12_NATURA2000_v01.md,docs/REVIEW_CHAT_3.12_NATURA2000_v01.md,TRACKED_ON_chat-3.12-natura2000-prescreen-ruleset,HISTORICAL_SUPPORT,traceability,Branch-specific mandate/review/history artifact.,Preserve and integrate only through normal branch review/merge.,NO,Source branch: chat-3.12-natura2000-prescreen-ruleset
BRANCH_ARTIFACT,scripts/build_natura2000_prescreen_ruleset_chat3_12_v01.py,scripts/build_natura2000_prescreen_ruleset_chat3_12_v01.py,TRACKED_ON_chat-3.12-natura2000-prescreen-ruleset,SIMPLIFY,environment_support,"Validated Natura 2000 prescreen artifact; retain as support/flag machinery, not as automatic exclusion or mini-VINCA.",Preserve and integrate only through normal branch review/merge.,YES,Source branch: chat-3.12-natura2000-prescreen-ruleset
BRANCH_ARTIFACT,tests/test_natura2000_prescreen_ruleset_chat3_12_v01.py,tests/test_natura2000_prescreen_ruleset_chat3_12_v01.py,TRACKED_ON_chat-3.12-natura2000-prescreen-ruleset,SIMPLIFY,environment_support,"Validated Natura 2000 prescreen artifact; retain as support/flag machinery, not as automatic exclusion or mini-VINCA.",Preserve and integrate only through normal branch review/merge.,YES,Source branch: chat-3.12-natura2000-prescreen-ruleset
BRANCH_ARTIFACT,docs/relazione/DISPATCH_CHAT_90.1_EXTERNAL_SOURCES_v01.md,docs/relazione/DISPATCH_CHAT_90.1_EXTERNAL_SOURCES_v01.md,TRACKED_ON_chat-90.0-relation-architecture,HISTORICAL_SUPPORT,traceability,Branch-specific mandate/review/history artifact.,Preserve and integrate only through normal branch review/merge.,NO,Source branch: chat-90.0-relation-architecture
BRANCH_ARTIFACT,docs/relazione/DISPATCH_CHAT_90.2_TRACEABILITY_v01.md,docs/relazione/DISPATCH_CHAT_90.2_TRACEABILITY_v01.md,TRACKED_ON_chat-90.0-relation-architecture,HISTORICAL_SUPPORT,traceability,Branch-specific mandate/review/history artifact.,Preserve and integrate only through normal branch review/merge.,NO,Source branch: chat-90.0-relation-architecture
BRANCH_ARTIFACT,docs/relazione/DISPATCH_CHAT_90.3_F1_F2_DRAFTING_v01.md,docs/relazione/DISPATCH_CHAT_90.3_F1_F2_DRAFTING_v01.md,TRACKED_ON_chat-90.0-relation-architecture,HISTORICAL_SUPPORT,traceability,Branch-specific mandate/review/history artifact.,Preserve and integrate only through normal branch review/merge.,NO,Source branch: chat-90.0-relation-architecture
BRANCH_ARTIFACT,docs/relazione/EXTERNAL_SOURCE_NOTES_v01.md,docs/relazione/EXTERNAL_SOURCE_NOTES_v01.md,TRACKED_ON_chat-90.0-relation-architecture,KEEP,editorial_support,Editorial source/traceability infrastructure remains useful after rebaseline.,Preserve and integrate only through normal branch review/merge.,NO,Source branch: chat-90.0-relation-architecture
BRANCH_ARTIFACT,docs/relazione/EXTERNAL_SOURCE_REGISTER_v01.csv,docs/relazione/EXTERNAL_SOURCE_REGISTER_v01.csv,TRACKED_ON_chat-90.0-relation-architecture,KEEP,editorial_support,Editorial source/traceability infrastructure remains useful after rebaseline.,Preserve and integrate only through normal branch review/merge.,NO,Source branch: chat-90.0-relation-architecture
BRANCH_ARTIFACT,docs/relazione/HANDOFF_CHAT_90.1_EXTERNAL_SOURCES_v01.md,docs/relazione/HANDOFF_CHAT_90.1_EXTERNAL_SOURCES_v01.md,TRACKED_ON_chat-90.0-relation-architecture,HISTORICAL_SUPPORT,traceability,Branch-specific mandate/review/history artifact.,Preserve and integrate only through normal branch review/merge.,NO,Source branch: chat-90.0-relation-architecture
BRANCH_ARTIFACT,docs/relazione/RELATION_WORKSTREAM_STATUS_v01.md,docs/relazione/RELATION_WORKSTREAM_STATUS_v01.md,TRACKED_ON_chat-90.0-relation-architecture,KEEP,editorial_support,Editorial source/traceability infrastructure remains useful after rebaseline.,Preserve and integrate only through normal branch review/merge.,NO,Source branch: chat-90.0-relation-architecture
BRANCH_ARTIFACT,docs/relazione/REVIEW_CHAT_90.1_EXTERNAL_SOURCES_v01.md,docs/relazione/REVIEW_CHAT_90.1_EXTERNAL_SOURCES_v01.md,TRACKED_ON_chat-90.0-relation-architecture,HISTORICAL_SUPPORT,traceability,Branch-specific mandate/review/history artifact.,Preserve and integrate only through normal branch review/merge.,NO,Source branch: chat-90.0-relation-architecture
SUBPHASE_CHAT,CHAT-3.1,Inventario master e gap analysis,COMPLETED,SIMPLIFY,data_governance,Inventario e lineage restano utili; i blocker legati a proprietà/capacità/due diligence sono stati ridotti dallo scope.,"Riusare come provenance e storico delle gap, non come roadmap corrente.",NO,ROADMAP v2 + issue dispositions
SUBPHASE_CHAT,CHAT-3.2,Urbanistica e poligoni sorgente,COMPLETED,SIMPLIFY,urban_planning_source,Validazione di fonti e distinzione urbanistica/proprietà restano utili; proprietà esce dal core.,Riusare lineage urbanistica; disponibilità fondiaria post-model.,YES,Successor to DEC-0033 where needed
SUBPHASE_CHAT,CHAT-3.3,"Rete stradale, accessi e TEN-T",COMPLETED,HISTORICAL_SUPPORT,road_audit_history,Audit ha delimitato limiti del grafo; baseline operative successive 3.7/3.10 coprono il core macro.,Conservare come evidenza storica e QA.,NO,Superseded operationally by Chat 3.7 and 3.10 baselines
SUBPHASE_CHAT,CHAT-3.4,Vincoli territoriali e ambientali,ACCEPTED_WITH_LIMITATIONS,KEEP,environment_sources,Fonti e distinzioni normative restano centrali; nessuna esclusione automatica era stata introdotta.,Riutilizzare fonti; assegnazione HARD/SOFT/FLAG in V2-2.,NO,Roles refined by rebaseline model contract
SUBPHASE_CHAT,CHAT-3.5,Proxy rete elettrica,ACCEPTED_WITH_LIMITATIONS,KEEP,energy_proxy,Baseline dati del proxy è coerente con la scala macro.,Entra in V2-2/V2-3; dettaglio connessione post-model.,NO,DEC-0053 data baseline retained
SUBPHASE_CHAT,CHAT-3.7,TEN-T crosswalk,ACCEPTED,KEEP,tent_core,Crosswalk corrente e audit uscite restano utili a corridoi/accessibilità.,Riutilizzo diretto come baseline dati.,NO,None
SUBPHASE_CHAT,CHAT-3.8,Urbanistica corrente,ACCEPTED_WITH_LIMITATIONS,SIMPLIFY,planning_lineage,Coverage/currentness sono evidence utili; non serve completare due diligence comune-per-comune prima del modello.,Mantiene flag currentness; verifica definitiva post-model.,YES,Successor to DEC-0048 finalist clause
SUBPHASE_CHAT,CHAT-3.9,Chiusura TO_VERIFY urbanistica,ACCEPTED,SIMPLIFY,planning_lineage,Azzeramento TO_VERIFY e fonti ufficiali restano utili; lineage incompleta è una limitazione dichiarata.,Non riaprire audit massivo 207 comuni come prerequisito core.,YES,Successor to DEC-0048 finalist clause
SUBPHASE_CHAT,CHAT-3.10,Baseline Light/Heavy,ACCEPTED_WITH_LIMITATIONS,KEEP,mobility_core,"Domanda, rete/path Light e domanda/path-flow Heavy sono centrali alla pianificazione strategica.",Riutilizzo in V2-2/V2-3; local access post-model.,YES,Successor to DEC-0055 finalist-local-access clause
SUBPHASE_CHAT,CHAT-3.11,PGRA/PAI corrente,ACCEPTED_WITH_LIMITATIONS,SIMPLIFY,risk_support,Baseline macro e caveat restano utili; controllo PAI puntuale non deve bloccare il modello strategico.,V2-2 definisce ruolo; due diligence puntuale post-model.,YES,Successor to DEC-0058 pointwise clause
SUBPHASE_CHAT,CHAT-3.12,Natura 2000 prescreen,REVIEW_PASSED_WITH_LIMITATIONS,SIMPLIFY,environment_support_flag,Ruleset è tecnicamente valido come pre-screen/supporto ma non deve diventare una mini-VINCA o hard filter automatico.,Integrare come support/flag dopo decisione su ISS-0013.,YES,Close ISS-0013 and integrate branch through normal governance
SUBPHASE_CHAT,CHAT-90.0,Relazione Builder,ACCEPTED_WITH_EDITORIAL_GUARDRAILS,SIMPLIFY,editorial,Architettura v01 è pre-rebaseline e contiene una fase finalisti sovradimensionata.,Creare architettura v02 solo dopo approvazione rebaseline.,YES,RELATION_ARCHITECTURE_v02_PROPOSED
REQUIREMENT,REQ-POLYGON-UNIT,Unità elementare = poligono,FROZEN,KEEP,model_contract,È coerente con DEC-0061 e F2-D1.,Prerequisito invariato.,NO,None
REQUIREMENT,REQ-FIVE-CONFIG,Output = configurazione di esattamente 5 Hub,ACCEPTED,KEEP,configuration,"Oggetto finale resta una cinquina, non i primi cinque del ranking.",Formalizzato in V2-6/V2-7.,NO,None
REQUIREMENT,REQ-PROPERTY,Proprietà/disponibilità commerciale come requisito finale,PRE_REBASELINE,DEFER_POST_MODEL,post_model_property,Non misura idoneità territoriale strategica e non ha copertura region-wide uniforme.,Rimosso dai gate core.,YES,Successor to DEC-0033
REQUIREMENT,REQ-PLANNING-FINAL,Verifica urbanistica corrente puntuale prima della conferma finale,PRE_REBASELINE,DEFER_POST_MODEL,post_model_planning,Currentness resta flag utile ma la verifica definitiva è due diligence.,Non blocca MODEL_v2.,YES,Successor to DEC-0048
REQUIREMENT,REQ-LOCAL-ACCESS,Verifica locale Light/Heavy prima della conferma finale,PRE_REBASELINE,DEFER_POST_MODEL,post_model_access,Domanda/accessibilità macro restano core; accesso esecutivo richiede sito/progetto concreto.,Non blocca MODEL_v2.,YES,Successor to DEC-0055
REQUIREMENT,REQ-GRID-REAL,Capacità/punto/costo reale di connessione sui finalisti,PRE_REBASELINE,DEFER_POST_MODEL,post_model_grid,DEC-0061 esclude lo studio reale di connessione dal core.,Proxy resta core; dettaglio post-model.,YES,Successor/clarification to DEC-0050 and DEC-0053
REQUIREMENT,REQ-PAI-POINT,PAI pointwise check sui finalisti,PRE_REBASELINE,DEFER_POST_MODEL,post_model_risk,PAI resta fonte/limite importante ma la due diligence puntuale non è condizione di chiusura del modello.,Non blocca MODEL_v2.,YES,Successor to DEC-0058
REQUIREMENT,REQ-N2000-FORMAL,VINCA formale / corrispondenza progettuale definitiva,OUTSIDE_MODEL,DEFER_POST_MODEL,post_model_authorization,DEC-0041 già distingue pre-screen da VINCA formale.,Ruleset resta support/flag.,NO,None
REQUIREMENT,REQ-HARD-SOFT-FLAG,Distinzione HARD / SOFT / FLAG,PROPOSED_BY_DEC0061_DISPATCH,KEEP,model_architecture,"Evita di confondere incompatibilità, preferenza e necessità di approfondimento.",Diventa contratto di V2-2 dopo approvazione.,YES,PROJECT_MODEL_CONTRACT_REBASELINE_v01
CONTROL,CTRL-PLANNING-CURRENTNESS,PLANNING_CURRENTNESS_NOT_VERIFIED,ACCEPTED_FLAG,KEEP,flag,Incertezza di vigenza è informazione utile senza trasformarsi in esclusione.,Conservare nel core come flag.,YES,Successor to DEC-0048 removes mandatory final check from core
CONTROL,CTRL-LOCAL-ROAD,LOCAL_ROAD_ACCESS_CHECK_REQUIRED,ACCEPTED_CONTROL,DEFER_POST_MODEL,post_model_access,Controllo locale richiede dettaglio non necessario per lo score strategico.,Può essere flag informativo nel core; verifica concreta post-model.,YES,Successor to DEC-0055
CONTROL,CTRL-PAI-POINT,PAI_POINTWISE_CHECK_REQUIRED,ACCEPTED_CONTROL,DEFER_POST_MODEL,È una verifica sito-specifica nata come fallback operativo.,Non è gate di MODEL_v2.,YES,Successor to DEC-0058,
CONTROL,CTRL-PPR-CHECK,PPR_CHECK_REQUIRED,ACCEPTED_FLAG,KEEP,flag,Segnala disciplina da approfondire senza esclusione/penalizzazione automatica.,Resta flag salvo futuro hard rule esplicito.,NO,None
CONTROL,CTRL-DEROGA,DEROGA_REQUIRED prati stabili,ACCEPTED_FLAG,KEEP,flag,Flag coerente con DEC-0042; la deroga reale è successiva.,Resta flag; eventuale soft effect richiede DQ-02/DQ-03.,NO,None
CONTROL,CTRL-N2000-PRESCREEN,Natura 2000 prescreen ruleset,REVIEW_PASSED_WITH_LIMITATIONS,SIMPLIFY,support_flag,"Automazione utile per classificare necessità di approfondimento, non per dichiarare VINCA o hard exclusion.",Usare come support/flag dopo governance ISS-0013.,YES,Integrate Chat 3.12 after decision
CONTROL,CTRL-GRID-PROXY,Proxy prossimità rete elettrica,ACCEPTED,KEEP,soft_criterion_candidate,"Coerente con scala macro, senza conversione distanza-capacità.",Metrica/formula futura in DQ-03.,NO,None
CONTROL,CTRL-DATA-PROXY,Proxy e missing sempre dichiarati,PROJECT_RULE,KEEP,quality_control,Impedisce di trasformare assenza informativa in fatto o penalità implicita.,Gate trasversale V2.,NO,None
CONTROL,CTRL-REPRO,"Lineage, QA, Git, artifact e handoff",PROJECT_RULE,KEEP,reproducibility,Requisito infrastrutturale indipendente dal cambio di scope.,Gate trasversale V2.,NO,None
FUTURE_ACTIVITY,FA-00,Approvazione rebaseline,PROPOSED,KEEP,governance,È il prerequisito per rendere operative le modifiche proposte.,V2-0; nessuna Fase 4 prima dell'approvazione.,YES,Model contract + roadmap + successor decisions
FUTURE_ACTIVITY,FA-01,Costruzione universo poligoni,NOT_STARTED,KEEP,candidate_universe,Necessaria al modello ma non autorizzata da Chat 0.3.,V2-1.,YES,CANDIDATE_UNIVERSE_CONTRACT_v01
FUTURE_ACTIVITY,FA-02,Definizione criteri e indicatori,NOT_STARTED,KEEP,criteria,Determina HARD/SOFT/FLAG e formule raw.,V2-2.,YES,CRITERIA_INDICATOR_CONTRACT_v01
FUTURE_ACTIVITY,FA-03,Calcolo raw e QA indicatori,NOT_STARTED,KEEP,measurement,Serve valori osservati riproducibili prima dello scoring.,V2-3.,NO,INDICATOR_RAW_TABLE_v01
FUTURE_ACTIVITY,FA-04,Normalizzazione e trasformazioni,NOT_STARTED,KEEP,normalization,Cambia comparabilità e preferenze.,V2-4.,YES,TRANSFORMATION_NORMALIZATION_CONFIG_v01
FUTURE_ACTIVITY,FA-05,Pesi e score individuale,NOT_STARTED,KEEP,site_score,Cambia qualità individuale e ranking.,V2-5.,YES,WEIGHT_CONFIG_v01 + SITE_SCORE_CONFIG_v01
FUTURE_ACTIVITY,FA-06,Contratto configurazione di 5 Hub,NOT_STARTED,KEEP,configuration,Definisce funzione della cinquina e vincoli.,V2-6.,YES,FIVE_HUB_CONFIGURATION_CONTRACT_v01
FUTURE_ACTIVITY,FA-07,Selezione / ottimizzazione,NOT_STARTED,KEEP,optimization,Seleziona la cinquina secondo contratto approvato.,V2-7.,YES,SELECTION_METHOD_v01 + FIVE_HUB_SOLUTION_v01
FUTURE_ACTIVITY,FA-08,Sensitivity e robustness,NOT_STARTED,KEEP,robustness,Quantifica dipendenza dalle assunzioni.,V2-8.,YES,ROBUSTNESS_PLAN_v01 + ROBUSTNESS_REPORT_v01
FUTURE_ACTIVITY,FA-09,Freeze e trasferimento editoriale,NOT_STARTED,KEEP,freeze_editorial,Rende i risultati ricostruibili e utilizzabili dalla relazione.,V2-9.,YES,MODEL_v2_FROZEN + relation v02
FUTURE_ACTIVITY,FA-POST,Due diligence dei poligoni selezionati,POST_MODEL,DEFER_POST_MODEL,due_diligence,Può essere necessaria prima di investimento/progettazione ma non dimostra il modello GIS multicriterio.,Fuori dalla sequenza necessaria a MODEL_v2.,NO,Separate post-model workstream if commissioned
